Output Areas Code,Output Areas,Distance travelled to work (11 categories) Code,Distance travelled to work (11 categories),Observation
E00056804,E00056804,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",10
E00056805,E00056805,-8,Does not apply,141
E00056805,E00056805,1,Less than 2km,29
E00056805,E00056805,2,2km to less than 5km,15
E00056805,E00056805,3,5km to less than 10km,7
E00056805,E00056805,4,10km to less than 20km,28
E00056805,E00056805,5,20km to less than 30km,6
E00056805,E00056805,6,30km to less than 40km,0
E00056805,E00056805,7,40km to less than 60km,0
E00056805,E00056805,8,60km and over,1
E00056805,E00056805,9,Works mainly from home,30
E00056805,E00056805,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",10
E00056806,E00056806,-8,Does not apply,153
E00056806,E00056806,1,Less than 2km,12
E00056806,E00056806,2,2km to less than 5km,11
E00056806,E00056806,3,5km to less than 10km,9
E00056806,E00056806,4,10km to less than 20km,21
E00056806,E00056806,5,20km to less than 30km,2
E00056806,E00056806,6,30km to less than 40km,0
E00056806,E00056806,7,40km to less than 60km,0
E00056806,E00056806,8,60km and over,0
E00056806,E00056806,9,Works mainly from home,14
E00056806,E00056806,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",24
E00056807,E00056807,-8,Does not apply,148
E00056807,E00056807,1,Less than 2km,18
E00056807,E00056807,2,2km to less than 5km,2
E00056807,E00056807,3,5km to less than 10km,19
E00056807,E00056807,4,10km to less than 20km,20
E00056807,E00056807,5,20km to less than 30km,3
E00056807,E00056807,6,30km to less than 40km,3
E00056807,E00056807,7,40km to less than 60km,0
E00056807,E00056807,8,60km and over,0
E00056807,E00056807,9,Works mainly from home,56
E00056807,E00056807,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",7
E00056808,E00056808,-8,Does not apply,140
E00056808,E00056808,1,Less than 2km,7
E00056808,E00056808,2,2km to less than 5km,7
E00056808,E00056808,3,5km to less than 10km,7
E00056808,E00056808,4,10km to less than 20km,21
E00056808,E00056808,5,20km to less than 30km,2
E00056808,E00056808,6,30km to less than 40km,0
E00056808,E00056808,7,40km to less than 60km,1
E00056808,E00056808,8,60km and over,0
E00056808,E00056808,9,Works mainly from home,53
E00056808,E00056808,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",8
E00056809,E00056809,-8,Does not apply,140
E00056809,E00056809,1,Less than 2km,19
E00056809,E00056809,2,2km to less than 5km,9
E00056809,E00056809,3,5km to less than 10km,21
E00056809,E00056809,4,10km to less than 20km,21
E00056809,E00056809,5,20km to less than 30km,2
E00056809,E00056809,6,30km to less than 40km,0
E00056809,E00056809,7,40km to less than 60km,0
E00056809,E00056809,8,60km and over,0
E00056809,E00056809,9,Works mainly from home,31
E00056809,E00056809,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",21
E00056810,E00056810,-8,Does not apply,128
E00056810,E00056810,1,Less than 2km,11
E00056810,E00056810,2,2km to less than 5km,9
E00056810,E00056810,3,5km to less than 10km,15
E00056810,E00056810,4,10km to less than 20km,30
E00056810,E00056810,5,20km to less than 30km,10
E00056810,E00056810,6,30km to less than 40km,0
E00056810,E00056810,7,40km to less than 60km,1
E00056810,E00056810,8,60km and over,0
E00056810,E00056810,9,Works mainly from home,54
E00056810,E00056810,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",18
E00056811,E00056811,-8,Does not apply,189
E00056811,E00056811,1,Less than 2km,12
E00056811,E00056811,2,2km to less than 5km,13
E00056811,E00056811,3,5km to less than 10km,27
E00056811,E00056811,4,10km to less than 20km,21
E00056811,E00056811,5,20km to less than 30km,3
E00056811,E00056811,6,30km to less than 40km,1
E00056811,E00056811,7,40km to less than 60km,1
E00056811,E00056811,8,60km and over,2
E00056811,E00056811,9,Works mainly from home,68
E00056811,E00056811,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",18
E00056812,E00056812,-8,Does not apply,134
E00056812,E00056812,1,Less than 2km,22
E00056812,E00056812,2,2km to less than 5km,13
E00056812,E00056812,3,5km to less than 10km,13
E00056812,E00056812,4,10km to less than 20km,21
E00056812,E00056812,5,20km to less than 30km,3
E00056812,E00056812,6,30km to less than 40km,1
E00056812,E00056812,7,40km to less than 60km,3
E00056812,E00056812,8,60km and over,0
E00056812,E00056812,9,Works mainly from home,41
E00056812,E00056812,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",21
E00056813,E00056813,-8,Does not apply,179
E00056813,E00056813,1,Less than 2km,8
E00056813,E00056813,2,2km to less than 5km,6
E00056813,E00056813,3,5km to less than 10km,22
E00056813,E00056813,4,10km to less than 20km,20
E00056813,E00056813,5,20km to less than 30km,0
E00056813,E00056813,6,30km to less than 40km,0
E00056813,E00056813,7,40km to less than 60km,2
E00056813,E00056813,8,60km and over,1
E00056813,E00056813,9,Works mainly from home,87
E00056813,E00056813,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",13
E00056814,E00056814,-8,Does not apply,128
E00056814,E00056814,1,Less than 2km,32
E00056814,E00056814,2,2km to less than 5km,16
E00056814,E00056814,3,5km to less than 10km,8
E00056814,E00056814,4,10km to less than 20km,27
E00056814,E00056814,5,20km to less than 30km,7
E00056814,E00056814,6,30km to less than 40km,0
E00056814,E00056814,7,40km to less than 60km,0
E00056814,E00056814,8,60km and over,0
E00056814,E00056814,9,Works mainly from home,29
E00056814,E00056814,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",18
E00056815,E00056815,-8,Does not apply,116
E00056815,E00056815,1,Less than 2km,16
E00056815,E00056815,2,2km to less than 5km,7
E00056815,E00056815,3,5km to less than 10km,21
E00056815,E00056815,4,10km to less than 20km,38
E00056815,E00056815,5,20km to less than 30km,3
E00056815,E00056815,6,30km to less than 40km,0
E00056815,E00056815,7,40km to less than 60km,0
E00056815,E00056815,8,60km and over,0
E00056815,E00056815,9,Works mainly from home,78
E00056815,E00056815,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",16
E00056816,E00056816,-8,Does not apply,183
E00056816,E00056816,1,Less than 2km,26
E00056816,E00056816,2,2km to less than 5km,13
E00056816,E00056816,3,5km to less than 10km,11
E00056816,E00056816,4,10km to less than 20km,21
E00056816,E00056816,5,20km to less than 30km,2
E00056816,E00056816,6,30km to less than 40km,0
E00056816,E00056816,7,40km to less than 60km,1
E00056816,E00056816,8,60km and over,0
E00056816,E00056816,9,Works mainly from home,26
E00056816,E00056816,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",25
E00056817,E00056817,-8,Does not apply,181
E00056817,E00056817,1,Less than 2km,6
E00056817,E00056817,2,2km to less than 5km,6
E00056817,E00056817,3,5km to less than 10km,18
E00056817,E00056817,4,10km to less than 20km,15
E00056817,E00056817,5,20km to less than 30km,7
E00056817,E00056817,6,30km to less than 40km,0
E00056817,E00056817,7,40km to less than 60km,0
E00056817,E00056817,8,60km and over,1
E00056817,E00056817,9,Works mainly from home,63
E00056817,E00056817,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",22
E00056818,E00056818,-8,Does not apply,85
E00056818,E00056818,1,Less than 2km,19
E00056818,E00056818,2,2km to less than 5km,8
E00056818,E00056818,3,5km to less than 10km,13
E00056818,E00056818,4,10km to less than 20km,14
E00056818,E00056818,5,20km to less than 30km,8
E00056818,E00056818,6,30km to less than 40km,1
E00056818,E00056818,7,40km to less than 60km,0
E00056818,E00056818,8,60km and over,1
E00056818,E00056818,9,Works mainly from home,35
E00056818,E00056818,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",16
E00056819,E00056819,-8,Does not apply,96
E00056819,E00056819,1,Less than 2km,19
E00056819,E00056819,2,2km to less than 5km,7
E00056819,E00056819,3,5km to less than 10km,8
E00056819,E00056819,4,10km to less than 20km,10
E00056819,E00056819,5,20km to less than 30km,4
E00056819,E00056819,6,30km to less than 40km,1
E00056819,E00056819,7,40km to less than 60km,0
E00056819,E00056819,8,60km and over,0
E00056819,E00056819,9,Works mainly from home,11
E00056819,E00056819,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",16
E00056820,E00056820,-8,Does not apply,123
E00056820,E00056820,1,Less than 2km,9
E00056820,E00056820,2,2km to less than 5km,4
E00056820,E00056820,3,5km to less than 10km,10
E00056820,E00056820,4,10km to less than 20km,13
E00056820,E00056820,5,20km to less than 30km,3
E00056820,E00056820,6,30km to less than 40km,0
E00056820,E00056820,7,40km to less than 60km,1
E00056820,E00056820,8,60km and over,0
E00056820,E00056820,9,Works mainly from home,36
E00056820,E00056820,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",20
E00056821,E00056821,-8,Does not apply,114
E00056821,E00056821,1,Less than 2km,8
E00056821,E00056821,2,2km to less than 5km,7
E00056821,E00056821,3,5km to less than 10km,19
E00056821,E00056821,4,10km to less than 20km,20
E00056821,E00056821,5,20km to less than 30km,3
E00056821,E00056821,6,30km to less than 40km,1
E00056821,E00056821,7,40km to less than 60km,0
E00056821,E00056821,8,60km and over,0
E00056821,E00056821,9,Works mainly from home,32
E00056821,E00056821,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",12
E00056822,E00056822,-8,Does not apply,192
E00056822,E00056822,1,Less than 2km,19
E00056822,E00056822,2,2km to less than 5km,18
E00056822,E00056822,3,5km to less than 10km,23
E00056822,E00056822,4,10km to less than 20km,38
E00056822,E00056822,5,20km to less than 30km,6
E00056822,E00056822,6,30km to less than 40km,2
E00056822,E00056822,7,40km to less than 60km,0
E00056822,E00056822,8,60km and over,2
E00056822,E00056822,9,Works mainly from home,80
E00056822,E00056822,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",20
E00056823,E00056823,-8,Does not apply,175
E00056823,E00056823,1,Less than 2km,15
E00056823,E00056823,2,2km to less than 5km,15
E00056823,E00056823,3,5km to less than 10km,13
E00056823,E00056823,4,10km to less than 20km,34
E00056823,E00056823,5,20km to less than 30km,6
E00056823,E00056823,6,30km to less than 40km,0
E00056823,E00056823,7,40km to less than 60km,4
E00056823,E00056823,8,60km and over,0
E00056823,E00056823,9,Works mainly from home,54
E00056823,E00056823,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",21
E00056825,E00056825,-8,Does not apply,182
E00056825,E00056825,1,Less than 2km,13
E00056825,E00056825,2,2km to less than 5km,14
E00056825,E00056825,3,5km to less than 10km,13
E00056825,E00056825,4,10km to less than 20km,19
E00056825,E00056825,5,20km to less than 30km,2
E00056825,E00056825,6,30km to less than 40km,0
E00056825,E00056825,7,40km to less than 60km,2
E00056825,E00056825,8,60km and over,0
E00056825,E00056825,9,Works mainly from home,56
E00056825,E00056825,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",18
E00056827,E00056827,-8,Does not apply,158
E00056827,E00056827,1,Less than 2km,22
E00056827,E00056827,2,2km to less than 5km,14
E00056827,E00056827,3,5km to less than 10km,7
E00056827,E00056827,4,10km to less than 20km,21
E00056827,E00056827,5,20km to less than 30km,1
E00056827,E00056827,6,30km to less than 40km,1
E00056827,E00056827,7,40km to less than 60km,1
E00056827,E00056827,8,60km and over,0
E00056827,E00056827,9,Works mainly from home,26
E00056827,E00056827,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",29
E00056828,E00056828,-8,Does not apply,91
E00056828,E00056828,1,Less than 2km,11
E00056828,E00056828,2,2km to less than 5km,14
E00056828,E00056828,3,5km to less than 10km,14
E00056828,E00056828,4,10km to less than 20km,23
E00056828,E00056828,5,20km to less than 30km,4
E00056828,E00056828,6,30km to less than 40km,1
E00056828,E00056828,7,40km to less than 60km,0
E00056828,E00056828,8,60km and over,0
E00056828,E00056828,9,Works mainly from home,29
E00056828,E00056828,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",13
E00056829,E00056829,-8,Does not apply,117
E00056829,E00056829,1,Less than 2km,16
E00056829,E00056829,2,2km to less than 5km,14
E00056829,E00056829,3,5km to less than 10km,16
E00056829,E00056829,4,10km to less than 20km,27
E00056829,E00056829,5,20km to less than 30km,3
E00056829,E00056829,6,30km to less than 40km,1
E00056829,E00056829,7,40km to less than 60km,0
E00056829,E00056829,8,60km and over,1
E00056829,E00056829,9,Works mainly from home,46
E00056829,E00056829,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",18
E00056830,E00056830,-8,Does not apply,199
E00056830,E00056830,1,Less than 2km,43
E00056830,E00056830,2,2km to less than 5km,13
E00056830,E00056830,3,5km to less than 10km,13
E00056830,E00056830,4,10km to less than 20km,16
E00056830,E00056830,5,20km to less than 30km,1
E00056830,E00056830,6,30km to less than 40km,0
E00056830,E00056830,7,40km to less than 60km,0
E00056830,E00056830,8,60km and over,0
E00056830,E00056830,9,Works mainly from home,23
E00056830,E00056830,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",19
E00056831,E00056831,-8,Does not apply,127
E00056831,E00056831,1,Less than 2km,10
E00056831,E00056831,2,2km to less than 5km,8
E00056831,E00056831,3,5km to less than 10km,10
E00056831,E00056831,4,10km to less than 20km,16
E00056831,E00056831,5,20km to less than 30km,5
E00056831,E00056831,6,30km to less than 40km,0
E00056831,E00056831,7,40km to less than 60km,0
E00056831,E00056831,8,60km and over,0
E00056831,E00056831,9,Works mainly from home,44
E00056831,E00056831,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",20
E00056832,E00056832,-8,Does not apply,106
E00056832,E00056832,1,Less than 2km,22
E00056832,E00056832,2,2km to less than 5km,13
E00056832,E00056832,3,5km to less than 10km,15
E00056832,E00056832,4,10km to less than 20km,31
E00056832,E00056832,5,20km to less than 30km,2
E00056832,E00056832,6,30km to less than 40km,0
E00056832,E00056832,7,40km to less than 60km,2
E00056832,E00056832,8,60km and over,1
E00056832,E00056832,9,Works mainly from home,44
E00056832,E00056832,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",25
E00056833,E00056833,-8,Does not apply,105
E00056833,E00056833,1,Less than 2km,21
E00056833,E00056833,2,2km to less than 5km,14
E00056833,E00056833,3,5km to less than 10km,12
E00056833,E00056833,4,10km to less than 20km,23
E00056833,E00056833,5,20km to less than 30km,4
E00056833,E00056833,6,30km to less than 40km,1
E00056833,E00056833,7,40km to less than 60km,0
E00056833,E00056833,8,60km and over,0
E00056833,E00056833,9,Works mainly from home,46
E00056833,E00056833,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",17
E00056834,E00056834,-8,Does not apply,181
E00056834,E00056834,1,Less than 2km,19
E00056834,E00056834,2,2km to less than 5km,10
E00056834,E00056834,3,5km to less than 10km,20
E00056834,E00056834,4,10km to less than 20km,30
E00056834,E00056834,5,20km to less than 30km,6
E00056834,E00056834,6,30km to less than 40km,1
E00056834,E00056834,7,40km to less than 60km,2
E00056834,E00056834,8,60km and over,0
E00056834,E00056834,9,Works mainly from home,100
E00056834,E00056834,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",16
E00056835,E00056835,-8,Does not apply,150
E00056835,E00056835,1,Less than 2km,19
E00056835,E00056835,2,2km to less than 5km,12
E00056835,E00056835,3,5km to less than 10km,19
E00056835,E00056835,4,10km to less than 20km,21
E00056835,E00056835,5,20km to less than 30km,4
E00056835,E00056835,6,30km to less than 40km,0
E00056835,E00056835,7,40km to less than 60km,1
E00056835,E00056835,8,60km and over,1
E00056835,E00056835,9,Works mainly from home,60
